Geography,SUPPRESSION_FLAG,HOUSEHOLDS,PERSONS
H 14 51,RELEASE,11,31
H 14 52,SUPPRESS,3,0
H 14 53,SUPPRESS,11,0
H 14 54,SUPPRESS,3,0
H 14 64,SUPPRESS,9,0
H 14 65,SUPPRESS,9,0
H 14 66,SUPPRESS,7,0
H 14 78,SUPPRESS,5,0
H 14 79,SUPPRESS,1,0
H 14 80,SUPPRESS,3,0
H 14 81,SUPPRESS,1,0
H 14 84,RELEASE,11,41
H 15 34,SUPPRESS,4,0
H 15 35,SUPPRESS,8,0
H 15 36,SUPPRESS,5,0
H 15 37,SUPPRESS,11,0
H 15 38,RELEASE,13,38
H 15 39,SUPPRESS,4,0
H 15 40,SUPPRESS,2,0
H 15 43,SUPPRESS,3,0
H 15 44,RELEASE,12,36
H 15 45,SUPPRESS,6,0
H 15 46,SUPPRESS,4,0
H 15 47,SUPPRESS,10,0
H 15 48,RELEASE,47,144
H 15 49,RELEASE,49,129
H 15 50,RELEASE,19,59
H 15 51,SUPPRESS,5,0
H 15 52,SUPPRESS,7,0
H 15 53,SUPPRESS,8,0
H 15 54,SUPPRESS,2,0
H 15 61,SUPPRESS,2,0
H 15 64,SUPPRESS,1,0
H 15 65,SUPPRESS,7,0
H 15 66,SUPPRESS,8,0
H 15 67,SUPPRESS,8,0
H 15 68,SUPPRESS,2,0
H 15 69,SUPPRESS,3,0
H 15 70,SUPPRESS,2,0
H 15 71,SUPPRESS,1,0
H 15 77,SUPPRESS,1,0
H 15 78,RELEASE,12,34
H 15 79,SUPPRESS,4,0
H 15 80,SUPPRESS,7,0
H 15 83,SUPPRESS,5,0
H 15 84,SUPPRESS,3,0
H 16 30,SUPPRESS,1,0
H 16 34,SUPPRESS,4,0
H 16 35,RELEASE,15,39
H 16 36,SUPPRESS,9,0
H 16 37,SUPPRESS,8,0
H 16 38,SUPPRESS,7,0
H 16 39,SUPPRESS,12,0
H 16 40,SUPPRESS,3,0
H 16 41,SUPPRESS,3,0
H 16 42,SUPPRESS,4,0
H 16 43,SUPPRESS,3,0
H 16 44,SUPPRESS,8,0
H 16 45,SUPPRESS,8,0
H 16 46,SUPPRESS,9,0
H 16 47,RELEASE,25,72
H 16 48,SUPPRESS,5,0
H 16 49,RELEASE,12,33
H 16 50,RELEASE,28,93
H 16 51,SUPPRESS,7,0
H 16 52,RELEASE,15,41
H 16 53,SUPPRESS,2,0
H 16 61,SUPPRESS,7,0
H 16 62,SUPPRESS,2,0
H 16 63,SUPPRESS,3,0
H 16 64,SUPPRESS,9,0
H 16 65,RELEASE,16,42
H 16 66,RELEASE,10,46
H 16 67,SUPPRESS,4,0
H 16 68,SUPPRESS,1,0
H 16 69,SUPPRESS,4,0
H 16 70,SUPPRESS,3,0
H 16 76,SUPPRESS,1,0
H 16 77,SUPPRESS,3,0
H 16 78,SUPPRESS,6,0
H 16 79,SUPPRESS,9,0
H 16 80,RELEASE,10,35
H 16 81,SUPPRESS,2,0
H 16 82,SUPPRESS,3,0
H 16 83,SUPPRESS,6,0
H 16 84,SUPPRESS,2,0
H 17 28,SUPPRESS,1,0
H 17 29,SUPPRESS,6,0
H 17 30,SUPPRESS,3,0
H 17 32,SUPPRESS,1,0
H 17 34,RELEASE,18,40
H 17 35,RELEASE,38,93
H 17 36,RELEASE,18,48
H 17 37,SUPPRESS,9,0
H 17 38,SUPPRESS,11,0
H 17 39,RELEASE,13,30
H 17 40,RELEASE,29,60
H 17 41,SUPPRESS,11,0
H 17 42,SUPPRESS,7,0
H 17 43,RELEASE,12,40
H 17 44,SUPPRESS,13,0
H 17 45,SUPPRESS,3,0
H 17 46,RELEASE,39,101
H 17 47,RELEASE,11,33
H 17 48,SUPPRESS,3,0
H 17 49,SUPPRESS,12,0
H 17 50,SUPPRESS,1,0
H 17 51,SUPPRESS,4,0
H 17 52,SUPPRESS,1,0
H 17 55,SUPPRESS,4,0
H 17 56,SUPPRESS,2,0
H 17 57,SUPPRESS,3,0
H 17 60,SUPPRESS,8,0
H 17 61,SUPPRESS,6,0
H 17 62,SUPPRESS,6,0
H 17 63,RELEASE,140,300
H 17 64,SUPPRESS,3,0
H 17 65,RELEASE,19,53
H 17 66,SUPPRESS,3,0
H 17 67,SUPPRESS,1,0
H 17 68,SUPPRESS,2,0
H 17 69,SUPPRESS,5,0
H 17 70,SUPPRESS,5,0
H 17 72,SUPPRESS,1,0
H 17 76,SUPPRESS,1,0
H 17 77,SUPPRESS,1,0
H 17 78,SUPPRESS,2,0
H 17 79,SUPPRESS,5,0
H 17 80,SUPPRESS,1,0
H 17 81,SUPPRESS,10,0
H 17 82,SUPPRESS,5,0
H 17 83,SUPPRESS,5,0
H 17 84,SUPPRESS,5,0
H 18 28,SUPPRESS,4,0
H 18 29,SUPPRESS,7,0
H 18 30,SUPPRESS,2,0
H 18 32,SUPPRESS,1,0
H 18 33,SUPPRESS,3,0
H 18 34,SUPPRESS,5,0
H 18 35,RELEASE,13,32
H 18 37,SUPPRESS,6,0
H 18 38,SUPPRESS,6,0
H 18 39,RELEASE,13,34
H 18 40,RELEASE,20,41
H 18 41,SUPPRESS,5,0
H 18 42,RELEASE,11,38
H 18 43,SUPPRESS,9,0
H 18 44,SUPPRESS,13,0
H 18 45,SUPPRESS,5,0
H 18 46,RELEASE,16,40
H 18 47,RELEASE,11,36
H 18 48,SUPPRESS,8,0
H 18 49,RELEASE,17,42
H 18 50,SUPPRESS,12,0
H 18 51,SUPPRESS,1,0
H 18 54,SUPPRESS,7,0
H 18 56,SUPPRESS,2,0
H 18 57,SUPPRESS,9,0
H 18 58,SUPPRESS,1,0
H 18 59,SUPPRESS,2,0
H 18 60,SUPPRESS,7,0
H 18 61,SUPPRESS,8,0
H 18 62,RELEASE,104,268
H 18 63,RELEASE,240,547
H 18 64,RELEASE,13,44
H 18 65,SUPPRESS,1,0
H 18 66,SUPPRESS,7,0
H 18 67,SUPPRESS,2,0
H 18 68,SUPPRESS,6,0
H 18 69,SUPPRESS,3,0
H 18 70,SUPPRESS,2,0
H 18 72,SUPPRESS,2,0
H 18 79,SUPPRESS,7,0
H 18 80,SUPPRESS,8,0
H 18 81,SUPPRESS,9,0
H 18 82,SUPPRESS,3,0
H 18 83,SUPPRESS,3,0
H 18 84,RELEASE,23,54
H 18 85,SUPPRESS,9,0
H 19 28,SUPPRESS,1,0
H 19 29,SUPPRESS,4,0
H 19 30,RELEASE,15,40
H 19 31,SUPPRESS,8,0
H 19 32,RELEASE,17,47
H 19 33,RELEASE,18,55
H 19 34,RELEASE,14,33
H 19 35,RELEASE,28,64
H 19 36,RELEASE,11,69
H 19 37,SUPPRESS,7,0
H 19 38,RELEASE,18,41
H 19 39,SUPPRESS,3,0
H 19 40,RELEASE,21,59
H 19 41,SUPPRESS,6,0
H 19 42,SUPPRESS,8,0
H 19 43,RELEASE,13,53
H 19 44,SUPPRESS,2,0
H 19 45,SUPPRESS,11,0
H 19 46,SUPPRESS,10,0
H 19 47,SUPPRESS,3,0
H 19 48,RELEASE,18,48
H 19 49,RELEASE,29,60
H 19 51,SUPPRESS,4,0
H 19 54,SUPPRESS,6,0
H 19 55,SUPPRESS,7,0
H 19 56,SUPPRESS,3,0
H 19 57,SUPPRESS,9,0
H 19 58,RELEASE,73,145
H 19 59,RELEASE,32,87
H 19 60,RELEASE,10,38
H 19 61,RELEASE,19,56
H 19 62,SUPPRESS,5,0
H 19 63,SUPPRESS,12,0
H 19 64,SUPPRESS,9,0
H 19 65,SUPPRESS,1,0
H 19 66,SUPPRESS,7,0
H 19 67,SUPPRESS,7,0
H 19 68,SUPPRESS,3,0
H 19 69,SUPPRESS,3,0
H 19 70,RELEASE,13,35
H 19 77,SUPPRESS,1,0
H 19 79,RELEASE,13,48
H 19 80,SUPPRESS,8,0
H 19 81,RELEASE,14,49
H 19 82,RELEASE,13,36
H 19 83,SUPPRESS,5,0
H 19 84,SUPPRESS,7,0
H 19 85,SUPPRESS,3,0
H 19 86,SUPPRESS,0,0
H 20 27,SUPPRESS,2,0
H 20 29,RELEASE,20,52
H 20 30,SUPPRESS,8,0
H 20 31,RELEASE,11,35
H 20 32,SUPPRESS,3,0
H 20 33,SUPPRESS,7,0
H 20 34,RELEASE,27,73
H 20 35,SUPPRESS,8,0
H 20 36,SUPPRESS,7,0
H 20 37,RELEASE,16,49
H 20 38,RELEASE,30,75
H 20 39,RELEASE,41,113
H 20 40,RELEASE,12,34
H 20 41,RELEASE,16,47
H 20 42,SUPPRESS,3,0
H 20 43,SUPPRESS,7,0
H 20 44,SUPPRESS,2,0
H 20 45,SUPPRESS,4,0
H 20 46,SUPPRESS,4,0
H 20 47,SUPPRESS,7,0
H 20 48,SUPPRESS,2,0
H 20 49,SUPPRESS,1,0
H 20 52,SUPPRESS,2,0
H 20 53,SUPPRESS,4,0
H 20 54,RELEASE,44,102
H 20 55,RELEASE,12,39
H 20 57,SUPPRESS,9,0
H 20 58,RELEASE,33,77
H 20 59,RELEASE,18,51
H 20 60,SUPPRESS,4,0
H 20 61,RELEASE,14,47
H 20 62,RELEASE,12,32
H 20 63,RELEASE,12,32
H 20 64,RELEASE,12,34
H 20 65,SUPPRESS,3,0
H 20 66,SUPPRESS,6,0
H 20 67,SUPPRESS,4,0
H 20 68,RELEASE,10,32
H 20 69,SUPPRESS,4,0
H 20 70,SUPPRESS,8,0
H 20 71,SUPPRESS,3,0
H 20 73,SUPPRESS,4,0
H 20 77,SUPPRESS,1,0
H 20 78,SUPPRESS,7,0
H 20 79,SUPPRESS,10,0
H 20 80,RELEASE,50,99
H 20 81,RELEASE,14,33
H 20 82,SUPPRESS,8,0
H 20 83,RELEASE,14,48
H 20 84,RELEASE,10,37
H 21 26,SUPPRESS,1,0
H 21 27,SUPPRESS,4,0
H 21 28,RELEASE,12,36
H 21 29,RELEASE,10,30
H 21 30,RELEASE,17,55
H 21 31,RELEASE,10,42
H 21 32,RELEASE,12,41
H 21 33,SUPPRESS,6,0
H 21 34,RELEASE,12,34
H 21 35,SUPPRESS,6,0
H 21 36,SUPPRESS,4,0
H 21 37,RELEASE,19,56
H 21 38,RELEASE,12,34
H 21 39,SUPPRESS,7,0
H 21 41,SUPPRESS,7,0
H 21 42,RELEASE,119,341
H 21 43,RELEASE,21,65
H 21 44,RELEASE,88,220
H 21 45,RELEASE,413,1009
H 21 46,SUPPRESS,11,0
H 21 50,SUPPRESS,1,0
H 21 51,SUPPRESS,2,0
H 21 52,RELEASE,16,35
H 21 53,SUPPRESS,1,0
H 21 54,RELEASE,13,46
H 21 55,SUPPRESS,4,0
H 21 56,RELEASE,12,33
H 21 57,RELEASE,14,41
H 21 58,SUPPRESS,11,0
H 21 59,RELEASE,16,42
H 21 60,SUPPRESS,6,0
H 21 61,SUPPRESS,7,0
H 21 62,SUPPRESS,4,0
H 21 63,RELEASE,15,30
H 21 64,RELEASE,78,201
H 21 65,SUPPRESS,5,0
H 21 66,RELEASE,12,47
H 21 67,RELEASE,13,34
H 21 68,SUPPRESS,10,0
H 21 69,SUPPRESS,1,0
H 21 70,SUPPRESS,5,0
H 21 71,SUPPRESS,3,0
H 21 73,SUPPRESS,11,0
H 21 74,SUPPRESS,7,0
H 21 77,SUPPRESS,1,0
H 21 78,SUPPRESS,8,0
H 21 79,SUPPRESS,2,0
H 21 80,SUPPRESS,2,0
H 21 81,SUPPRESS,11,0
H 21 82,SUPPRESS,6,0
H 21 83,SUPPRESS,7,0
H 21 84,RELEASE,19,58
H 21 85,SUPPRESS,5,0
H 21 86,SUPPRESS,8,0
H 21 87,SUPPRESS,2,0
H 22 25,SUPPRESS,1,0
H 22 26,SUPPRESS,8,0
H 22 27,RELEASE,12,43
H 22 28,RELEASE,10,32
H 22 29,RELEASE,22,58
H 22 30,RELEASE,43,90
H 22 31,RELEASE,19,51
H 22 32,SUPPRESS,1,0
H 22 33,RELEASE,15,42
H 22 34,SUPPRESS,9,0
H 22 35,RELEASE,13,50
H 22 37,SUPPRESS,1,0
H 22 38,RELEASE,12,43
H 22 39,SUPPRESS,2,0
H 22 40,RELEASE,12,42
H 22 41,SUPPRESS,9,0
H 22 42,RELEASE,358,821
H 22 43,RELEASE,466,938
H 22 44,RELEASE,702,1443
H 22 45,SUPPRESS,12,0
H 22 46,SUPPRESS,4,0
H 22 49,SUPPRESS,2,0
H 22 50,RELEASE,29,85
H 22 51,RELEASE,14,32
H 22 52,RELEASE,16,33
H 22 53,SUPPRESS,2,0
H 22 54,SUPPRESS,5,0
H 22 55,SUPPRESS,4,0
H 22 56,SUPPRESS,3,0
H 22 57,SUPPRESS,8,0
H 22 58,RELEASE,97,251
H 22 59,RELEASE,18,64
H 22 60,RELEASE,12,37
H 22 61,SUPPRESS,8,0
H 22 63,SUPPRESS,2,0
H 22 64,RELEASE,88,174
H 22 65,RELEASE,99,196
H 22 66,RELEASE,19,39
H 22 67,SUPPRESS,1,0
H 22 68,RELEASE,10,31
H 22 69,SUPPRESS,3,0
H 22 70,SUPPRESS,5,0
H 22 76,SUPPRESS,8,0
H 22 77,SUPPRESS,11,0
H 22 78,SUPPRESS,7,0
H 22 79,SUPPRESS,4,0
H 22 80,SUPPRESS,5,0
H 22 81,SUPPRESS,10,0
H 22 82,SUPPRESS,9,0
H 22 83,SUPPRESS,12,0
H 22 84,SUPPRESS,6,0
H 22 85,RELEASE,17,48
H 22 86,RELEASE,10,30
H 22 87,RELEASE,14,38
H 22 88,SUPPRESS,1,0
H 23 26,SUPPRESS,5,0
H 23 27,SUPPRESS,3,0
H 23 28,SUPPRESS,0,0
H 23 29,RELEASE,15,41
H 23 30,RELEASE,27,56
H 23 31,SUPPRESS,2,0
H 23 32,RELEASE,11,36
H 23 33,SUPPRESS,11,0
H 23 34,RELEASE,15,50
H 23 35,RELEASE,15,44
H 23 36,RELEASE,14,42
H 23 37,SUPPRESS,7,0
H 23 38,RELEASE,225,691
H 23 39,RELEASE,19,39
H 23 40,RELEASE,11,31
H 23 41,SUPPRESS,5,0
H 23 42,RELEASE,20,42
H 23 43,RELEASE,243,532
H 23 44,RELEASE,740,1346
H 23 45,RELEASE,553,1231
H 23 46,SUPPRESS,3,0
H 23 47,SUPPRESS,4,0
H 23 48,SUPPRESS,8,0
H 23 49,RELEASE,68,146
H 23 50,RELEASE,73,173
H 23 51,RELEASE,25,54
H 23 52,RELEASE,16,42
H 23 53,RELEASE,25,65
H 23 54,SUPPRESS,8,0
H 23 55,RELEASE,12,31
H 23 56,SUPPRESS,2,0
H 23 57,RELEASE,97,209
H 23 58,RELEASE,558,1160
H 23 59,SUPPRESS,6,0
H 23 60,SUPPRESS,3,0
H 23 61,SUPPRESS,1,0
H 23 62,SUPPRESS,2,0
H 23 63,SUPPRESS,8,0
H 23 64,SUPPRESS,3,0
H 23 65,RELEASE,13,34
H 23 66,SUPPRESS,8,0
H 23 67,SUPPRESS,3,0
H 23 68,SUPPRESS,3,0
H 23 69,SUPPRESS,3,0
H 23 70,SUPPRESS,2,0
H 23 77,SUPPRESS,5,0
H 23 78,SUPPRESS,4,0
H 23 79,SUPPRESS,4,0
H 23 80,SUPPRESS,11,0
H 23 81,SUPPRESS,4,0
H 23 82,SUPPRESS,6,0
H 23 83,RELEASE,12,37
H 23 84,RELEASE,15,37
H 23 85,SUPPRESS,9,0
H 23 86,SUPPRESS,8,0
H 23 87,SUPPRESS,6,0
H 24 26,SUPPRESS,1,0
H 24 29,RELEASE,19,50
H 24 30,RELEASE,14,39
H 24 31,SUPPRESS,3,0
H 24 32,RELEASE,22,60
H 24 33,RELEASE,11,30
H 24 34,SUPPRESS,6,0
H 24 35,SUPPRESS,5,0
H 24 36,RELEASE,13,34
H 24 37,SUPPRESS,7,0
H 24 38,SUPPRESS,12,0
H 24 39,SUPPRESS,7,0
H 24 40,SUPPRESS,2,0
H 24 42,RELEASE,43,109
H 24 43,RELEASE,489,1017
H 24 44,RELEASE,451,1187
H 24 45,RELEASE,329,783
H 24 46,RELEASE,16,84
H 24 47,RELEASE,26,52
H 24 48,SUPPRESS,2,0
H 24 49,SUPPRESS,3,0
H 24 50,SUPPRESS,4,0
H 24 51,RELEASE,14,30
H 24 52,RELEASE,15,38
H 24 53,RELEASE,18,48
H 24 54,SUPPRESS,5,0
H 24 55,SUPPRESS,9,0
H 24 56,SUPPRESS,9,0
H 24 57,RELEASE,24,62
H 24 58,RELEASE,294,687
H 24 59,RELEASE,17,36
H 24 60,RELEASE,16,47
H 24 61,RELEASE,14,54
H 24 62,RELEASE,11,36
H 24 63,SUPPRESS,2,0
H 24 64,SUPPRESS,4,0
H 24 65,SUPPRESS,1,0
H 24 66,RELEASE,11,37
H 24 67,SUPPRESS,9,0
H 24 68,SUPPRESS,4,0
H 24 77,SUPPRESS,2,0
H 24 78,SUPPRESS,9,0
H 24 79,RELEASE,10,34
H 24 80,RELEASE,107,267
H 24 81,RELEASE,14,44
H 24 82,RELEASE,12,47
H 24 83,SUPPRESS,4,0
H 24 84,RELEASE,15,36
H 24 85,RELEASE,12,30
H 24 86,RELEASE,11,34
H 24 87,SUPPRESS,12,0
H 25 24,SUPPRESS,1,0
H 25 25,SUPPRESS,0,0
H 25 26,SUPPRESS,8,0
H 25 27,SUPPRESS,3,0
H 25 28,SUPPRESS,6,0
H 25 29,RELEASE,14,41
H 25 30,SUPPRESS,6,0
H 25 31,RELEASE,16,44
H 25 32,RELEASE,13,35
H 25 33,SUPPRESS,5,0
H 25 34,SUPPRESS,8,0
H 25 35,SUPPRESS,6,0
H 25 36,SUPPRESS,9,0
H 25 37,SUPPRESS,8,0
H 25 38,SUPPRESS,6,0
H 25 40,SUPPRESS,2,0
H 25 41,SUPPRESS,5,0
H 25 42,RELEASE,27,57
H 25 43,RELEASE,17,48
H 25 44,RELEASE,356,966
H 25 45,RELEASE,629,1453
H 25 46,RELEASE,19,46
H 25 47,SUPPRESS,2,0
H 25 48,RELEASE,15,35
H 25 49,SUPPRESS,10,0
H 25 50,SUPPRESS,10,0
H 25 51,RELEASE,44,129
H 25 52,RELEASE,65,180
H 25 53,RELEASE,21,64
H 25 54,RELEASE,23,68
H 25 55,SUPPRESS,9,0
H 25 56,SUPPRESS,4,0
H 25 57,SUPPRESS,6,0
H 25 58,SUPPRESS,9,0
H 25 59,SUPPRESS,5,0
H 25 60,SUPPRESS,5,0
H 25 61,SUPPRESS,7,0
H 25 62,RELEASE,13,31
H 25 63,SUPPRESS,4,0
H 25 64,RELEASE,14,35
H 25 65,SUPPRESS,10,0
H 25 66,SUPPRESS,11,0
H 25 67,RELEASE,11,37
H 25 68,SUPPRESS,8,0
H 25 69,SUPPRESS,4,0
H 25 77,SUPPRESS,5,0
H 25 78,SUPPRESS,15,0
H 25 79,RELEASE,16,48
H 25 80,RELEASE,14,41
H 25 81,SUPPRESS,4,0
H 25 82,RELEASE,28,77
H 25 83,RELEASE,77,249
H 25 84,RELEASE,308,762
H 25 85,RELEASE,33,100
H 25 86,SUPPRESS,8,0
H 25 87,SUPPRESS,4,0
H 25 88,SUPPRESS,2,0
H 26 22,SUPPRESS,3,0
H 26 23,SUPPRESS,11,0
H 26 24,RELEASE,20,72
H 26 25,SUPPRESS,3,0
H 26 26,SUPPRESS,8,0
H 26 27,SUPPRESS,4,0
H 26 28,RELEASE,15,30
H 26 29,SUPPRESS,10,0
H 26 30,RELEASE,22,71
H 26 31,SUPPRESS,11,0
H 26 34,SUPPRESS,4,0
H 26 35,SUPPRESS,9,0
H 26 36,SUPPRESS,1,0
H 26 37,SUPPRESS,2,0
H 26 40,SUPPRESS,3,0
H 26 41,SUPPRESS,4,0
H 26 42,SUPPRESS,2,0
H 26 43,SUPPRESS,2,0
H 26 44,RELEASE,13,36
H 26 45,RELEASE,163,441
H 26 46,SUPPRESS,7,0
H 26 47,SUPPRESS,13,0
H 26 48,RELEASE,10,30
H 26 49,SUPPRESS,3,0
H 26 50,SUPPRESS,6,0
H 26 51,RELEASE,30,74
H 26 52,RELEASE,243,516
H 26 53,RELEASE,242,561
H 26 54,SUPPRESS,11,0
H 26 55,SUPPRESS,6,0
H 26 56,RELEASE,12,33
H 26 57,SUPPRESS,4,0
H 26 58,RELEASE,18,39
H 26 59,RELEASE,14,45
H 26 60,SUPPRESS,4,0
H 26 61,RELEASE,15,41
H 26 62,SUPPRESS,5,0
H 26 63,SUPPRESS,1,0
H 26 64,SUPPRESS,7,0
H 26 65,SUPPRESS,6,0
H 26 66,RELEASE,11,32
H 26 67,SUPPRESS,9,0
H 26 68,SUPPRESS,5,0
H 26 69,SUPPRESS,7,0
H 26 70,SUPPRESS,4,0
H 26 72,SUPPRESS,2,0
H 26 77,SUPPRESS,1,0
H 26 78,RELEASE,13,31
H 26 79,RELEASE,10,31
H 26 80,RELEASE,14,40
H 26 81,SUPPRESS,5,0
H 26 82,SUPPRESS,3,0
H 26 83,RELEASE,31,86
H 26 84,RELEASE,398,786
H 26 85,RELEASE,425,965
H 26 86,RELEASE,19,48
H 26 87,SUPPRESS,10,0
H 27 20,SUPPRESS,1,0
H 27 22,SUPPRESS,8,0
H 27 23,RELEASE,14,33
H 27 24,SUPPRESS,10,0
H 27 25,RELEASE,16,46
H 27 26,RELEASE,11,32
H 27 27,RELEASE,70,153
H 27 28,RELEASE,42,82
H 27 29,RELEASE,15,46
H 27 30,SUPPRESS,2,0
H 27 31,SUPPRESS,8,0
H 27 34,SUPPRESS,1,0
H 27 35,SUPPRESS,5,0
H 27 36,SUPPRESS,5,0
H 27 37,SUPPRESS,4,0
H 27 38,SUPPRESS,4,0
H 27 39,SUPPRESS,4,0
H 27 40,RELEASE,30,94
H 27 41,RELEASE,124,279
H 27 42,SUPPRESS,5,0
H 27 43,RELEASE,21,68
H 27 44,RELEASE,14,46
H 27 45,RELEASE,21,62
H 27 46,RELEASE,20,45
H 27 47,SUPPRESS,12,0
H 27 48,RELEASE,11,33
H 27 49,SUPPRESS,4,0
H 27 50,SUPPRESS,6,0
H 27 51,SUPPRESS,9,0
H 27 52,RELEASE,14,30
H 27 53,RELEASE,13,44
H 27 54,SUPPRESS,10,0
H 27 55,SUPPRESS,9,0
H 27 56,SUPPRESS,5,0
H 27 57,RELEASE,10,33
H 27 58,SUPPRESS,8,0
H 27 59,RELEASE,11,32
H 27 60,RELEASE,11,36
H 27 61,RELEASE,15,45
H 27 62,SUPPRESS,7,0
H 27 63,SUPPRESS,12,0
H 27 64,SUPPRESS,3,0
H 27 66,RELEASE,59,122
H 27 67,SUPPRESS,12,0
H 27 70,SUPPRESS,9,0
H 27 72,SUPPRESS,5,0
H 27 73,SUPPRESS,1,0
H 27 74,SUPPRESS,2,0
H 27 78,SUPPRESS,7,0
H 27 79,RELEASE,17,45
H 27 80,SUPPRESS,11,0
H 27 81,RELEASE,26,70
H 27 82,RELEASE,31,70
H 27 83,SUPPRESS,9,0
H 27 84,RELEASE,75,158
H 27 85,RELEASE,10,32
H 27 86,SUPPRESS,5,0
H 27 87,SUPPRESS,8,0
H 27 89,SUPPRESS,1,0
H 28 20,SUPPRESS,7,0
H 28 21,SUPPRESS,5,0
H 28 22,SUPPRESS,8,0
H 28 23,RELEASE,12,36
H 28 24,SUPPRESS,10,0
H 28 25,RELEASE,11,31
H 28 26,RELEASE,38,125
H 28 27,RELEASE,160,393
H 28 28,RELEASE,18,50
H 28 29,SUPPRESS,9,0
H 28 30,SUPPRESS,9,0
H 28 31,SUPPRESS,2,0
H 28 34,SUPPRESS,1,0
H 28 35,SUPPRESS,2,0
H 28 36,SUPPRESS,1,0
H 28 37,SUPPRESS,2,0
H 28 38,SUPPRESS,2,0
H 28 39,SUPPRESS,10,0
H 28 40,RELEASE,13,42
H 28 41,RELEASE,20,48
H 28 42,RELEASE,11,39
H 28 43,RELEASE,19,63
H 28 44,RELEASE,18,60
H 28 45,RELEASE,27,73
H 28 46,RELEASE,12,36
H 28 47,RELEASE,15,49
H 28 48,SUPPRESS,4,0
H 28 49,RELEASE,15,42
H 28 50,RELEASE,19,67
H 28 51,RELEASE,10,30
H 28 52,SUPPRESS,6,0
H 28 53,RELEASE,13,31
H 28 54,SUPPRESS,6,0
H 28 55,SUPPRESS,8,0
H 28 56,SUPPRESS,3,0
H 28 57,SUPPRESS,7,0
H 28 58,RELEASE,29,89
H 28 59,SUPPRESS,11,0
H 28 60,RELEASE,24,70
H 28 61,RELEASE,14,39
H 28 62,SUPPRESS,10,0
H 28 63,SUPPRESS,4,0
H 28 64,SUPPRESS,9,0
H 28 65,SUPPRESS,6,0
H 28 66,RELEASE,12,31
H 28 67,SUPPRESS,4,0
H 28 70,RELEASE,10,37
H 28 72,SUPPRESS,1,0
H 28 73,SUPPRESS,4,0
H 28 74,SUPPRESS,4,0
H 28 75,SUPPRESS,1,0
H 28 77,SUPPRESS,1,0
H 28 78,RELEASE,13,33
H 28 79,RELEASE,13,41
H 28 80,RELEASE,18,45
H 28 81,RELEASE,15,46
H 28 82,RELEASE,17,45
H 28 83,SUPPRESS,5,0
H 28 84,RELEASE,39,90
H 28 85,RELEASE,94,217
H 28 86,SUPPRESS,8,0
H 28 87,SUPPRESS,5,0
H 29 19,SUPPRESS,1,0
H 29 20,SUPPRESS,7,0
H 29 21,SUPPRESS,4,0
H 29 22,RELEASE,17,51
H 29 23,SUPPRESS,8,0
H 29 24,SUPPRESS,8,0
H 29 25,SUPPRESS,11,0
H 29 26,SUPPRESS,4,0
H 29 27,SUPPRESS,7,0
H 29 28,SUPPRESS,6,0
H 29 29,SUPPRESS,6,0
H 29 30,SUPPRESS,8,0
H 29 31,SUPPRESS,5,0
H 29 35,SUPPRESS,4,0
H 29 36,SUPPRESS,7,0
H 29 37,RELEASE,11,32
H 29 38,SUPPRESS,7,0
H 29 39,RELEASE,38,90
H 29 40,RELEASE,97,254
H 29 41,RELEASE,77,178
H 29 42,RELEASE,14,38
H 29 43,SUPPRESS,3,0
H 29 44,RELEASE,16,61
H 29 45,RELEASE,16,41
H 29 46,RELEASE,27,66
H 29 47,SUPPRESS,3,0
H 29 48,SUPPRESS,8,0
H 29 49,SUPPRESS,8,0
H 29 50,RELEASE,23,78
H 29 51,RELEASE,23,57
H 29 52,RELEASE,15,44
H 29 53,RELEASE,10,33
H 29 54,RELEASE,25,64
H 29 55,RELEASE,18,43
H 29 56,SUPPRESS,9,0
H 29 57,SUPPRESS,9,0
H 29 58,SUPPRESS,4,0
H 29 59,SUPPRESS,10,0
H 29 60,SUPPRESS,5,0
H 29 61,RELEASE,31,85
H 29 62,SUPPRESS,3,0
H 29 63,SUPPRESS,5,0
H 29 64,SUPPRESS,5,0
H 29 65,SUPPRESS,6,0
H 29 66,SUPPRESS,3,0
H 29 67,SUPPRESS,2,0
H 29 70,SUPPRESS,4,0
H 29 73,RELEASE,16,50
H 29 74,SUPPRESS,6,0
H 29 75,SUPPRESS,2,0
H 29 78,RELEASE,11,31
H 29 79,SUPPRESS,7,0
H 29 81,SUPPRESS,8,0
H 29 82,SUPPRESS,8,0
H 29 83,RELEASE,11,38
H 29 84,RELEASE,58,132
H 29 85,RELEASE,132,381
H 29 86,SUPPRESS,8,0
H 29 87,RELEASE,11,32
H 29 89,SUPPRESS,3,0
H 29 91,RELEASE,17,55
H 29 92,SUPPRESS,8,0
H 29 93,RELEASE,50,123
H 29 94,RELEASE,188,455
H 30 20,SUPPRESS,6,0
H 30 21,SUPPRESS,5,0
H 30 22,RELEASE,42,120
H 30 23,SUPPRESS,3,0
H 30 24,SUPPRESS,9,0
H 30 25,SUPPRESS,2,0
H 30 26,SUPPRESS,7,0
H 30 27,SUPPRESS,7,0
H 30 28,SUPPRESS,9,0
H 30 29,SUPPRESS,6,0
H 30 30,SUPPRESS,8,0
H 30 32,SUPPRESS,1,0
H 30 34,SUPPRESS,4,0
H 30 35,RELEASE,12,32
